"UPC_i","DESCRIP_i","UPC_j","DESCRIP_j","weeks_together"
3000001350,"QUAKER INST OAT & CI",3000001570,"~QUAKER MAPLE OATMEA",52
3000001350,"QUAKER INST OAT & CI",3000001880,"QUAKER FRUIT & CREAM",52
1313000602,"NABISCO CREAM OF WHT",3000001350,"QUAKER INST OAT & CI",51
1313006031,"CRM OF WHT INST APPL",3000002350,"KRETCHMER HONEY WHT",51
3000001350,"QUAKER INST OAT & CI",4240000105,"QUICK MALT O MEAL",51
3000001570,"~QUAKER MAPLE OATMEA",3000002300,"~KIDS CHOICE STRWBRY",51
3000001760,"QUAKER VRTY INST OAT",3000002300,"~KIDS CHOICE STRWBRY",51
3000002350,"KRETCHMER HONEY WHT",3828125105,"DOM APPLE & CINNAMON",51
3000001370,"QUAKER INST OAT-HONE",3000003790,"QUAKER INSTANT GRITS",50
1313006035,"~MIX N EAT BROWN SUG",3000001350,"QUAKER INST OAT & CI",49
3000001340,"QUAKER OATMEAL CINNA",3000001370,"QUAKER INST OAT-HONE",49
1313000602,"NABISCO CREAM OF WHT",3000001700,"QUAKER MAPLE BR SGR",48
1313000612,"CREAM OF WHEAT QUICK",3000001700,"QUAKER MAPLE BR SGR",48
1313000622,"CREAM OF WHEAT INSTA",3000001700,"QUAKER MAPLE BR SGR",48
1313006025,"MIX N EAT CREAM OF W",3000001700,"QUAKER MAPLE BR SGR",48
1800063070,"PILS FARINA",3000001700,"QUAKER MAPLE BR SGR",48
3000001020,"QUAKER OATS REGULAR",3000001700,"QUAKER MAPLE BR SGR",48
3000001040,"QUAKER OLD FASHIONED",3000001700,"QUAKER MAPLE BR SGR",48
3000001180,"QUICK QUAKER OATS",3000001700,"QUAKER MAPLE BR SGR",48
3000001190,"QUAKER INST OATML MP",3000001700,"QUAKER MAPLE BR SGR",48
3000001200,"QUICK QUAKER OATS",3000001700,"QUAKER MAPLE BR SGR",48
3000001210,"QUAKER INSTANT OATME",3000001700,"QUAKER MAPLE BR SGR",48
3000001350,"QUAKER INST OAT & CI",3000003790,"QUAKER INSTANT GRITS",48
3000001370,"QUAKER INST OAT-HONE",3000001820,"QUAKER INSTANT STRAW",48
3000001460,"QUAKER OAT VARIETY",3000001700,"QUAKER MAPLE BR SGR",48
3000001700,"QUAKER MAPLE BR SGR",3000001760,"QUAKER VRTY INST OAT",48
3000001700,"QUAKER MAPLE BR SGR",3000001800,"QUAKER INST OATML PE",48
3000001700,"QUAKER MAPLE BR SGR",3000002190,"KRETSCHMER WHEAT GER",48
3000001700,"QUAKER MAPLE BR SGR",3000004170,"QUAKER Q/W HOMINY GR",48
3000001700,"QUAKER MAPLE BR SGR",3000004760,"QUAKER INSTANT GRITS",48
3000001700,"QUAKER MAPLE BR SGR",3000007060,"QUAKER HOT OAT BRAN",48
1313000698,"NABISCO CREAM OF RIC",3000001700,"QUAKER MAPLE BR SGR",47
1313006057,"INST CRM OF WHT-VARI",3000001700,"QUAKER MAPLE BR SGR",47
3000001240,"QUAKER INST OATML RS",3000001700,"QUAKER MAPLE BR SGR",47
3000001700,"QUAKER MAPLE BR SGR",3000002350,"KRETCHMER HONEY WHT",47
3000001700,"QUAKER MAPLE BR SGR",4240000105,"QUICK MALT O MEAL",47
3000001340,"QUAKER OATMEAL CINNA",3000001350,"QUAKER INST OAT & CI",46
3000001340,"QUAKER OATMEAL CINNA",3000001700,"QUAKER MAPLE BR SGR",46
3000001350,"QUAKER INST OAT & CI",3000001820,"QUAKER INSTANT STRAW",46
3000001370,"QUAKER INST OAT-HONE",3000001700,"QUAKER MAPLE BR SGR",46
3000001380,"QUAKER INST OATML AP",3000001700,"QUAKER MAPLE BR SGR",46
3000001570,"~QUAKER MAPLE OATMEA",3000001700,"QUAKER MAPLE BR SGR",46
3000001700,"QUAKER MAPLE BR SGR",3000001880,"QUAKER FRUIT & CREAM",46
1112600328,"COCO WHEATS",3000004760,"QUAKER INSTANT GRITS",45
1313006058,"~INS CREAM OF WHEAT-",3000001370,"QUAKER INST OAT-HONE",45
3000001350,"QUAKER INST OAT & CI",3000001700,"QUAKER MAPLE BR SGR",45
3000001370,"QUAKER INST OAT-HONE",3000001580,"QUAKER APPLE CINAMON",45
3000001580,"QUAKER APPLE CINAMON",3000001700,"QUAKER MAPLE BR SGR",45
3000001700,"QUAKER MAPLE BR SGR",3000001820,"QUAKER INSTANT STRAW",45
1313000602,"NABISCO CREAM OF WHT",3000001000,"QUAKER VARIETY OATCU",44
1313000612,"CREAM OF WHEAT QUICK",3000001000,"QUAKER VARIETY OATCU",44
1313000622,"CREAM OF WHEAT INSTA",3000001000,"QUAKER VARIETY OATCU",44
1313006025,"MIX N EAT CREAM OF W",3000001000,"QUAKER VARIETY OATCU",44
1313006031,"CRM OF WHT INST APPL",3000001570,"~QUAKER MAPLE OATMEA",44
1313006035,"~MIX N EAT BROWN SUG",1313006058,"~INS CREAM OF WHEAT-",44
1800063070,"PILS FARINA",3000001000,"QUAKER VARIETY OATCU",44
3000001000,"QUAKER VARIETY OATCU",3000001020,"QUAKER OATS REGULAR",44
3000001000,"QUAKER VARIETY OATCU",3000001040,"QUAKER OLD FASHIONED",44
3000001000,"QUAKER VARIETY OATCU",3000001180,"QUICK QUAKER OATS",44
3000001000,"QUAKER VARIETY OATCU",3000001190,"QUAKER INST OATML MP",44
3000001000,"QUAKER VARIETY OATCU",3000001200,"QUICK QUAKER OATS",44
3000001000,"QUAKER VARIETY OATCU",3000001210,"QUAKER INSTANT OATME",44
3000001000,"QUAKER VARIETY OATCU",3000001460,"QUAKER OAT VARIETY",44
3000001000,"QUAKER VARIETY OATCU",3000001700,"QUAKER MAPLE BR SGR",44
3000001000,"QUAKER VARIETY OATCU",3000001760,"QUAKER VRTY INST OAT",44
3000001000,"QUAKER VARIETY OATCU",3000001800,"QUAKER INST OATML PE",44
3000001000,"QUAKER VARIETY OATCU",3000002190,"KRETSCHMER WHEAT GER",44
3000001000,"QUAKER VARIETY OATCU",3000004170,"QUAKER Q/W HOMINY GR",44
3000001000,"QUAKER VARIETY OATCU",3000004760,"QUAKER INSTANT GRITS",44
3000001000,"QUAKER VARIETY OATCU",3000007060,"QUAKER HOT OAT BRAN",44
1112600328,"COCO WHEATS",3828125073,"DOM QUICK OATS",43
1112600328,"COCO WHEATS",3828125077,"DOM QUICK OATS",43
1112600328,"COCO WHEATS",3828125085,"DOM INSTANT OATMEAL",43
1313000602,"NABISCO CREAM OF WHT",3000001590,"QUAKER OAT CUPS RAIS",43
1313000612,"CREAM OF WHEAT QUICK",3000001590,"QUAKER OAT CUPS RAIS",43
1313000622,"CREAM OF WHEAT INSTA",3000001590,"QUAKER OAT CUPS RAIS",43
1313000698,"NABISCO CREAM OF RIC",3000001000,"QUAKER VARIETY OATCU",43
1313000698,"NABISCO CREAM OF RIC",3000001590,"QUAKER OAT CUPS RAIS",43
1313006057,"INST CRM OF WHT-VARI",3000001000,"QUAKER VARIETY OATCU",43
1313006058,"~INS CREAM OF WHEAT-",3000001350,"QUAKER INST OAT & CI",43
1800063070,"PILS FARINA",3000001590,"QUAKER OAT CUPS RAIS",43
3000001000,"QUAKER VARIETY OATCU",3000001240,"QUAKER INST OATML RS",43
3000001000,"QUAKER VARIETY OATCU",3000001350,"QUAKER INST OAT & CI",43
3000001000,"QUAKER VARIETY OATCU",3000001370,"QUAKER INST OAT-HONE",43
3000001000,"QUAKER VARIETY OATCU",3000001570,"~QUAKER MAPLE OATMEA",43
3000001000,"QUAKER VARIETY OATCU",3000002350,"KRETCHMER HONEY WHT",43
3000001000,"QUAKER VARIETY OATCU",4240000105,"QUICK MALT O MEAL",43
3000001020,"QUAKER OATS REGULAR",3000001590,"QUAKER OAT CUPS RAIS",43
3000001040,"QUAKER OLD FASHIONED",3000001590,"QUAKER OAT CUPS RAIS",43
3000001180,"QUICK QUAKER OATS",3000001590,"QUAKER OAT CUPS RAIS",43
3000001190,"QUAKER INST OATML MP",3000001590,"QUAKER OAT CUPS RAIS",43
3000001200,"QUICK QUAKER OATS",3000001590,"QUAKER OAT CUPS RAIS",43
3000001210,"QUAKER INSTANT OATME",3000001590,"QUAKER OAT CUPS RAIS",43
3000001240,"QUAKER INST OATML RS",3000001590,"QUAKER OAT CUPS RAIS",43
3000001340,"QUAKER OATMEAL CINNA",3000001590,"QUAKER OAT CUPS RAIS",43
3000001350,"QUAKER INST OAT & CI",3000001580,"QUAKER APPLE CINAMON",43
3000001380,"QUAKER INST OATML AP",3000001590,"QUAKER OAT CUPS RAIS",43
3000001460,"QUAKER OAT VARIETY",3000001590,"QUAKER OAT CUPS RAIS",43
3000001590,"QUAKER OAT CUPS RAIS",3000001820,"QUAKER INSTANT STRAW",43
3000001590,"QUAKER OAT CUPS RAIS",3000001880,"QUAKER FRUIT & CREAM",43
3000001590,"QUAKER OAT CUPS RAIS",3000002190,"KRETSCHMER WHEAT GER",43
3000001590,"QUAKER OAT CUPS RAIS",3000004170,"QUAKER Q/W HOMINY GR",43
3000001590,"QUAKER OAT CUPS RAIS",3000007060,"QUAKER HOT OAT BRAN",43
3000001700,"QUAKER MAPLE BR SGR",3000003790,"QUAKER INSTANT GRITS",43
1112600328,"COCO WHEATS",3828125098,"DOM INSTANT OATMEAL",42
1112600328,"COCO WHEATS",3828125105,"DOM APPLE & CINNAMON",42
1313006025,"MIX N EAT CREAM OF W",3000001590,"QUAKER OAT CUPS RAIS",42
1313006035,"~MIX N EAT BROWN SUG",3000001700,"QUAKER MAPLE BR SGR",42
1313006053,"~MIX N EAT BROWN SUG",3000001590,"QUAKER OAT CUPS RAIS",42
1313006058,"~INS CREAM OF WHEAT-",3000001700,"QUAKER MAPLE BR SGR",42
3000001000,"QUAKER VARIETY OATCU",3000001340,"QUAKER OATMEAL CINNA",42
3000001000,"QUAKER VARIETY OATCU",3000001380,"QUAKER INST OATML AP",42
3000001000,"QUAKER VARIETY OATCU",3000001880,"QUAKER FRUIT & CREAM",42
3000001570,"~QUAKER MAPLE OATMEA",3000001590,"QUAKER OAT CUPS RAIS",42
3000001580,"QUAKER APPLE CINAMON",3000001590,"QUAKER OAT CUPS RAIS",42
3000001590,"QUAKER OAT CUPS RAIS",3000001760,"QUAKER VRTY INST OAT",42
3000001590,"QUAKER OAT CUPS RAIS",3000002350,"KRETCHMER HONEY WHT",42
3000001590,"QUAKER OAT CUPS RAIS",3000003790,"QUAKER INSTANT GRITS",42
3000001590,"QUAKER OAT CUPS RAIS",4240000105,"QUICK MALT O MEAL",42
1112600328,"COCO WHEATS",3000001570,"~QUAKER MAPLE OATMEA",41
1112600328,"COCO WHEATS",3828125081,"DOM INSTANT OATMEAL",41
1313006057,"INST CRM OF WHT-VARI",3000001590,"QUAKER OAT CUPS RAIS",41
3000001000,"QUAKER VARIETY OATCU",3000001580,"QUAKER APPLE CINAMON",41
3000001000,"QUAKER VARIETY OATCU",3000001820,"QUAKER INSTANT STRAW",41
3000001590,"QUAKER OAT CUPS RAIS",3000001800,"QUAKER INST OATML PE",40
3000001590,"QUAKER OAT CUPS RAIS",3000004760,"QUAKER INSTANT GRITS",40
1313006035,"~MIX N EAT BROWN SUG",3000001000,"QUAKER VARIETY OATCU",39
1313006058,"~INS CREAM OF WHEAT-",3000001000,"QUAKER VARIETY OATCU",39
3000001000,"QUAKER VARIETY OATCU",3000003790,"QUAKER INSTANT GRITS",39
1112600328,"COCO WHEATS",3000002620,"$QUAKER KIDS CHOICE",38
1313000612,"CREAM OF WHEAT QUICK",6414408037,"MAYPO MAPLE FLAVORED",38
1313000622,"CREAM OF WHEAT INSTA",6414408037,"MAYPO MAPLE FLAVORED",38
1313000698,"NABISCO CREAM OF RIC",6414408037,"MAYPO MAPLE FLAVORED",38
1800063070,"PILS FARINA",6414408037,"MAYPO MAPLE FLAVORED",38
3000001020,"QUAKER OATS REGULAR",6414408037,"MAYPO MAPLE FLAVORED",38
3000001040,"QUAKER OLD FASHIONED",6414408037,"MAYPO MAPLE FLAVORED",38
3000001180,"QUICK QUAKER OATS",6414408037,"MAYPO MAPLE FLAVORED",38
3000001190,"QUAKER INST OATML MP",6414408037,"MAYPO MAPLE FLAVORED",38
3000001200,"QUICK QUAKER OATS",6414408037,"MAYPO MAPLE FLAVORED",38
3000001210,"QUAKER INSTANT OATME",6414408037,"MAYPO MAPLE FLAVORED",38
3000001240,"QUAKER INST OATML RS",6414408037,"MAYPO MAPLE FLAVORED",38
3000001380,"QUAKER INST OATML AP",6414408037,"MAYPO MAPLE FLAVORED",38
3000001460,"QUAKER OAT VARIETY",6414408037,"MAYPO MAPLE FLAVORED",38
3000001760,"QUAKER VRTY INST OAT",6414408037,"MAYPO MAPLE FLAVORED",38
3000002190,"KRETSCHMER WHEAT GER",6414408037,"MAYPO MAPLE FLAVORED",38
3000002300,"~KIDS CHOICE STRWBRY",3000002350,"KRETCHMER HONEY WHT",38
3000004170,"QUAKER Q/W HOMINY GR",6414408037,"MAYPO MAPLE FLAVORED",38
3000007060,"QUAKER HOT OAT BRAN",6414408037,"MAYPO MAPLE FLAVORED",38
4240000105,"QUICK MALT O MEAL",6414408037,"MAYPO MAPLE FLAVORED",38
1112600399,"COCO WHEATS PREPRICE",1313000602,"NABISCO CREAM OF WHT",37
1112600399,"COCO WHEATS PREPRICE",1313000612,"CREAM OF WHEAT QUICK",37
1112600399,"COCO WHEATS PREPRICE",1313000622,"CREAM OF WHEAT INSTA",37
1112600399,"COCO WHEATS PREPRICE",1313000698,"NABISCO CREAM OF RIC",37
1112600399,"COCO WHEATS PREPRICE",1313006025,"MIX N EAT CREAM OF W",37
1112600399,"COCO WHEATS PREPRICE",1313006057,"INST CRM OF WHT-VARI",37
1112600399,"COCO WHEATS PREPRICE",1800063070,"PILS FARINA",37
1112600399,"COCO WHEATS PREPRICE",3000001020,"QUAKER OATS REGULAR",37
1112600399,"COCO WHEATS PREPRICE",3000001040,"QUAKER OLD FASHIONED",37
1112600399,"COCO WHEATS PREPRICE",3000001180,"QUICK QUAKER OATS",37
1112600399,"COCO WHEATS PREPRICE",3000001190,"QUAKER INST OATML MP",37
1112600399,"COCO WHEATS PREPRICE",3000001200,"QUICK QUAKER OATS",37
1112600399,"COCO WHEATS PREPRICE",3000001210,"QUAKER INSTANT OATME",37
1112600399,"COCO WHEATS PREPRICE",3000001240,"QUAKER INST OATML RS",37
1112600399,"COCO WHEATS PREPRICE",3000001380,"QUAKER INST OATML AP",37
1112600399,"COCO WHEATS PREPRICE",3000001460,"QUAKER OAT VARIETY",37
1112600399,"COCO WHEATS PREPRICE",3000001570,"~QUAKER MAPLE OATMEA",37
1112600399,"COCO WHEATS PREPRICE",3000001760,"QUAKER VRTY INST OAT",37
1112600399,"COCO WHEATS PREPRICE",3000001880,"QUAKER FRUIT & CREAM",37
1112600399,"COCO WHEATS PREPRICE",3000002190,"KRETSCHMER WHEAT GER",37
1112600399,"COCO WHEATS PREPRICE",3000004170,"QUAKER Q/W HOMINY GR",37
1112600399,"COCO WHEATS PREPRICE",3000007060,"QUAKER HOT OAT BRAN",37
1112600399,"COCO WHEATS PREPRICE",4240000105,"QUICK MALT O MEAL",37
1313006025,"MIX N EAT CREAM OF W",6414408037,"MAYPO MAPLE FLAVORED",37
1313006053,"~MIX N EAT BROWN SUG",1313006058,"~INS CREAM OF WHEAT-",37
1313006057,"INST CRM OF WHT-VARI",6414408037,"MAYPO MAPLE FLAVORED",37
3000001570,"~QUAKER MAPLE OATMEA",6414408037,"MAYPO MAPLE FLAVORED",37
3000001820,"QUAKER INSTANT STRAW",6414408037,"MAYPO MAPLE FLAVORED",37
3000001880,"QUAKER FRUIT & CREAM",6414408037,"MAYPO MAPLE FLAVORED",37
3000002350,"KRETCHMER HONEY WHT",6414408037,"MAYPO MAPLE FLAVORED",37
3000003790,"QUAKER INSTANT GRITS",6414408037,"MAYPO MAPLE FLAVORED",37
1112600328,"COCO WHEATS",1313006031,"CRM OF WHT INST APPL",36
1112600399,"COCO WHEATS PREPRICE",3000001340,"QUAKER OATMEAL CINNA",36
1112600399,"COCO WHEATS PREPRICE",3000001580,"QUAKER APPLE CINAMON",36
1112600399,"COCO WHEATS PREPRICE",3000001800,"QUAKER INST OATML PE",36
1112600399,"COCO WHEATS PREPRICE",3000001820,"QUAKER INSTANT STRAW",36
1112600399,"COCO WHEATS PREPRICE",3000002350,"KRETCHMER HONEY WHT",36
1313000602,"NABISCO CREAM OF WHT",6414408037,"MAYPO MAPLE FLAVORED",36
1313000612,"CREAM OF WHEAT QUICK",3000026288,"QUAKER QK N HEARTY R",36
1313006025,"MIX N EAT CREAM OF W",3000026288,"QUAKER QK N HEARTY R",36
3000001020,"QUAKER OATS REGULAR",3000026288,"QUAKER QK N HEARTY R",36
3000001040,"QUAKER OLD FASHIONED",3000026288,"QUAKER QK N HEARTY R",36
3000001190,"QUAKER INST OATML MP",3000026288,"QUAKER QK N HEARTY R",36
3000001200,"QUICK QUAKER OATS",3000026288,"QUAKER QK N HEARTY R",36
3000001210,"QUAKER INSTANT OATME",3000026288,"QUAKER QK N HEARTY R",36
3000001240,"QUAKER INST OATML RS",3000026288,"QUAKER QK N HEARTY R",36
3000001340,"QUAKER OATMEAL CINNA",6414408037,"MAYPO MAPLE FLAVORED",36
3000001380,"QUAKER INST OATML AP",3000026288,"QUAKER QK N HEARTY R",36
3000001580,"QUAKER APPLE CINAMON",3000002390,"~QUAKER MULTIGRAIN",36
3000001880,"QUAKER FRUIT & CREAM",3000026288,"QUAKER QK N HEARTY R",36
3000002190,"KRETSCHMER WHEAT GER",3000026288,"QUAKER QK N HEARTY R",36
3000004170,"QUAKER Q/W HOMINY GR",3000026288,"QUAKER QK N HEARTY R",36
3000026288,"QUAKER QK N HEARTY R",3828125073,"DOM QUICK OATS",36
3000026288,"QUAKER QK N HEARTY R",3828125077,"DOM QUICK OATS",36
1112600399,"COCO WHEATS PREPRICE",3000003790,"QUAKER INSTANT GRITS",35
1112600399,"COCO WHEATS PREPRICE",3000004760,"QUAKER INSTANT GRITS",35
3000001340,"QUAKER OATMEAL CINNA",3000026288,"QUAKER QK N HEARTY R",35
3000001460,"QUAKER OAT VARIETY",3000026288,"QUAKER QK N HEARTY R",35
3000001580,"QUAKER APPLE CINAMON",6414408037,"MAYPO MAPLE FLAVORED",35
3000001760,"QUAKER VRTY INST OAT",3000026288,"QUAKER QK N HEARTY R",35
3000001800,"QUAKER INST OATML PE",6414408037,"MAYPO MAPLE FLAVORED",35
3000004760,"QUAKER INSTANT GRITS",6414408037,"MAYPO MAPLE FLAVORED",35
3000007060,"QUAKER HOT OAT BRAN",3000026288,"QUAKER QK N HEARTY R",35
3000026288,"QUAKER QK N HEARTY R",3828125085,"DOM INSTANT OATMEAL",35
3000026288,"QUAKER QK N HEARTY R",3828125098,"DOM INSTANT OATMEAL",35
3000026288,"QUAKER QK N HEARTY R",3828125105,"DOM APPLE & CINNAMON",35
1313006031,"CRM OF WHT INST APPL",3000002300,"~KIDS CHOICE STRWBRY",34
1313006053,"~MIX N EAT BROWN SUG",3000026288,"QUAKER QK N HEARTY R",34
1800063070,"PILS FARINA",3000026288,"QUAKER QK N HEARTY R",34
3000026288,"QUAKER QK N HEARTY R",4240000105,"QUICK MALT O MEAL",34
1313006035,"~MIX N EAT BROWN SUG",3000026288,"QUAKER QK N HEARTY R",33
1313006053,"~MIX N EAT BROWN SUG",6414408037,"MAYPO MAPLE FLAVORED",33
3000026288,"QUAKER QK N HEARTY R",3828125081,"DOM INSTANT OATMEAL",33
1112600301,"COCO WHEATS",1313000612,"CREAM OF WHEAT QUICK",32
1112600301,"COCO WHEATS",1313000622,"CREAM OF WHEAT INSTA",32
1112600301,"COCO WHEATS",1313006025,"MIX N EAT CREAM OF W",32
1112600301,"COCO WHEATS",1313006035,"~MIX N EAT BROWN SUG",32
1112600301,"COCO WHEATS",1313006057,"INST CRM OF WHT-VARI",32
1112600301,"COCO WHEATS",3000001020,"QUAKER OATS REGULAR",32
1112600301,"COCO WHEATS",3000001040,"QUAKER OLD FASHIONED",32
1112600301,"COCO WHEATS",3000001180,"QUICK QUAKER OATS",32
1112600301,"COCO WHEATS",3000001190,"QUAKER INST OATML MP",32
1112600301,"COCO WHEATS",3000001200,"QUICK QUAKER OATS",32
1112600301,"COCO WHEATS",3000001210,"QUAKER INSTANT OATME",32
1112600301,"COCO WHEATS",3000001240,"QUAKER INST OATML RS",32
1112600301,"COCO WHEATS",3000001370,"QUAKER INST OAT-HONE",32
1112600301,"COCO WHEATS",3000001380,"QUAKER INST OATML AP",32
1112600301,"COCO WHEATS",3000001460,"QUAKER OAT VARIETY",32
1112600301,"COCO WHEATS",3000001800,"QUAKER INST OATML PE",32
1112600301,"COCO WHEATS",3000001880,"QUAKER FRUIT & CREAM",32
1112600301,"COCO WHEATS",3000002190,"KRETSCHMER WHEAT GER",32
1112600301,"COCO WHEATS",3000004170,"QUAKER Q/W HOMINY GR",32
1112600301,"COCO WHEATS",3000004760,"QUAKER INSTANT GRITS",32
1112600301,"COCO WHEATS",3000007060,"QUAKER HOT OAT BRAN",32
1313000622,"CREAM OF WHEAT INSTA",3000026288,"QUAKER QK N HEARTY R",32
3000001180,"QUICK QUAKER OATS",3000026288,"QUAKER QK N HEARTY R",32
3000001800,"QUAKER INST OATML PE",3000026288,"QUAKER QK N HEARTY R",32
1112600301,"COCO WHEATS",1313000602,"NABISCO CREAM OF WHT",31
1112600301,"COCO WHEATS",1313000698,"NABISCO CREAM OF RIC",31
1112600301,"COCO WHEATS",1800063070,"PILS FARINA",31
1112600301,"COCO WHEATS",3000001760,"QUAKER VRTY INST OAT",31
1112600301,"COCO WHEATS",4240000105,"QUICK MALT O MEAL",31
1112600399,"COCO WHEATS PREPRICE",1313006058,"~INS CREAM OF WHEAT-",31
1313000612,"CREAM OF WHEAT QUICK",1313006044,"NABISCO INSTANT BANA",31
1313000612,"CREAM OF WHEAT QUICK",3000026286,"QUAKER COOKIE BLAST-",31
1313000698,"NABISCO CREAM OF RIC",3000026288,"QUAKER QK N HEARTY R",31
1313006025,"MIX N EAT CREAM OF W",1313006044,"NABISCO INSTANT BANA",31
1313006025,"MIX N EAT CREAM OF W",3000026286,"QUAKER COOKIE BLAST-",31
1313006031,"CRM OF WHT INST APPL",3000026288,"QUAKER QK N HEARTY R",31
1313006044,"NABISCO INSTANT BANA",3000001020,"QUAKER OATS REGULAR",31
1313006044,"NABISCO INSTANT BANA",3000001040,"QUAKER OLD FASHIONED",31
1313006044,"NABISCO INSTANT BANA",3000001190,"QUAKER INST OATML MP",31
1313006044,"NABISCO INSTANT BANA",3000001200,"QUICK QUAKER OATS",31
1313006044,"NABISCO INSTANT BANA",3000001210,"QUAKER INSTANT OATME",31
1313006044,"NABISCO INSTANT BANA",3000001240,"QUAKER INST OATML RS",31
1313006044,"NABISCO INSTANT BANA",3000001380,"QUAKER INST OATML AP",31
1313006044,"NABISCO INSTANT BANA",3000001460,"QUAKER OAT VARIETY",31
1313006044,"NABISCO INSTANT BANA",3000001760,"QUAKER VRTY INST OAT",31
1313006044,"NABISCO INSTANT BANA",3000001880,"QUAKER FRUIT & CREAM",31
1313006044,"NABISCO INSTANT BANA",3000002190,"KRETSCHMER WHEAT GER",31
1313006044,"NABISCO INSTANT BANA",3000004170,"QUAKER Q/W HOMINY GR",31
1313006044,"NABISCO INSTANT BANA",3828125073,"DOM QUICK OATS",31
1313006044,"NABISCO INSTANT BANA",3828125077,"DOM QUICK OATS",31
1313006044,"NABISCO INSTANT BANA",3828125105,"DOM APPLE & CINNAMON",31
1313006044,"NABISCO INSTANT BANA",4240000105,"QUICK MALT O MEAL",31
1313006053,"~MIX N EAT BROWN SUG",3000002390,"~QUAKER MULTIGRAIN",31
3000001020,"QUAKER OATS REGULAR",3000026286,"QUAKER COOKIE BLAST-",31
3000001040,"QUAKER OLD FASHIONED",3000026286,"QUAKER COOKIE BLAST-",31
3000001190,"QUAKER INST OATML MP",3000026286,"QUAKER COOKIE BLAST-",31
3000001200,"QUICK QUAKER OATS",3000026286,"QUAKER COOKIE BLAST-",31
3000001210,"QUAKER INSTANT OATME",3000026286,"QUAKER COOKIE BLAST-",31
3000001240,"QUAKER INST OATML RS",3000026286,"QUAKER COOKIE BLAST-",31
3000001340,"QUAKER OATMEAL CINNA",3000026286,"QUAKER COOKIE BLAST-",31
3000001380,"QUAKER INST OATML AP",3000026286,"QUAKER COOKIE BLAST-",31
3000001570,"~QUAKER MAPLE OATMEA",3828125105,"DOM APPLE & CINNAMON",31
3000001880,"QUAKER FRUIT & CREAM",3000026286,"QUAKER COOKIE BLAST-",31
3000002620,"$QUAKER KIDS CHOICE",3000026288,"QUAKER QK N HEARTY R",31
3000004170,"QUAKER Q/W HOMINY GR",3000026286,"QUAKER COOKIE BLAST-",31
3000026286,"QUAKER COOKIE BLAST-",3828125073,"DOM QUICK OATS",31
3000026286,"QUAKER COOKIE BLAST-",3828125077,"DOM QUICK OATS",31
1112600301,"COCO WHEATS",3000001350,"QUAKER INST OAT & CI",30
1112600301,"COCO WHEATS",3000001570,"~QUAKER MAPLE OATMEA",30
1112600301,"COCO WHEATS",3000002350,"KRETCHMER HONEY WHT",30
1112600301,"COCO WHEATS",3000003790,"QUAKER INSTANT GRITS",30
1313000612,"CREAM OF WHEAT QUICK",3000026289,"QUAKER QK N HRTY BRW",30
1313006025,"MIX N EAT CREAM OF W",3000026289,"QUAKER QK N HRTY BRW",30
1313006044,"NABISCO INSTANT BANA",1313006053,"~MIX N EAT BROWN SUG",30
1313006044,"NABISCO INSTANT BANA",3000001340,"QUAKER OATMEAL CINNA",30
1313006044,"NABISCO INSTANT BANA",3000007060,"QUAKER HOT OAT BRAN",30
1313006044,"NABISCO INSTANT BANA",3828125085,"DOM INSTANT OATMEAL",30
1313006044,"NABISCO INSTANT BANA",3828125098,"DOM INSTANT OATMEAL",30
3000001020,"QUAKER OATS REGULAR",3000026289,"QUAKER QK N HRTY BRW",30
3000001040,"QUAKER OLD FASHIONED",3000026289,"QUAKER QK N HRTY BRW",30
3000001190,"QUAKER INST OATML MP",3000026289,"QUAKER QK N HRTY BRW",30
3000001200,"QUICK QUAKER OATS",3000026289,"QUAKER QK N HRTY BRW",30
3000001210,"QUAKER INSTANT OATME",3000026289,"QUAKER QK N HRTY BRW",30
3000001240,"QUAKER INST OATML RS",3000026289,"QUAKER QK N HRTY BRW",30
3000001380,"QUAKER INST OATML AP",3000026289,"QUAKER QK N HRTY BRW",30
3000001460,"QUAKER OAT VARIETY",3000026286,"QUAKER COOKIE BLAST-",30
3000001460,"QUAKER OAT VARIETY",3000026289,"QUAKER QK N HRTY BRW",30
3000001760,"QUAKER VRTY INST OAT",3000026286,"QUAKER COOKIE BLAST-",30
3000001760,"QUAKER VRTY INST OAT",3000026289,"QUAKER QK N HRTY BRW",30
3000001880,"QUAKER FRUIT & CREAM",3000026289,"QUAKER QK N HRTY BRW",30
3000002190,"KRETSCHMER WHEAT GER",3000026286,"QUAKER COOKIE BLAST-",30
3000002190,"KRETSCHMER WHEAT GER",3000026289,"QUAKER QK N HRTY BRW",30
3000004170,"QUAKER Q/W HOMINY GR",3000026289,"QUAKER QK N HRTY BRW",30
3000007060,"QUAKER HOT OAT BRAN",3000026286,"QUAKER COOKIE BLAST-",30
3000026286,"QUAKER COOKIE BLAST-",3828125085,"DOM INSTANT OATMEAL",30
3000026286,"QUAKER COOKIE BLAST-",3828125098,"DOM INSTANT OATMEAL",30
3000026286,"QUAKER COOKIE BLAST-",3828125105,"DOM APPLE & CINNAMON",30
3000026286,"QUAKER COOKIE BLAST-",4240000105,"QUICK MALT O MEAL",30
3000026289,"QUAKER QK N HRTY BRW",3828125073,"DOM QUICK OATS",30
