"category","STORE","n_weeks","n_menus","n_upcs","n_effective_upc","n_upcs_always","n_upcs_95pct","n_menus_nitem","n_nitems","n_nitems_always","n_nitems_95pct"
"FrozenEntrees",53,394,84,749,216,95,97,81,700,98,101
"FrozenEntrees",54,393,82,805,194,107,108,81,741,111,113
"FrozenEntrees",56,393,82,765,209,100,103,80,710,104,109
"FrozenEntrees",59,391,83,800,219,98,99,82,743,105,108
"FrozenEntrees",62,395,85,815,220,101,103,83,757,106,111
"FrozenEntrees",64,354,54,609,144,102,106,53,584,104,108
"FrozenEntrees",67,377,83,789,201,106,107,81,731,112,117
"FrozenEntrees",68,390,88,746,213,93,95,86,698,97,99
"FrozenEntrees",70,389,84,786,211,106,108,82,728,110,114
"FrozenEntrees",71,391,85,792,217,104,107,81,733,108,113
"FrozenEntrees",72,394,87,740,231,102,107,84,695,105,111
"FrozenEntrees",73,393,83,782,198,103,105,79,726,107,112
"FrozenEntrees",74,392,83,791,216,107,108,81,736,112,114
"FrozenEntrees",75,390,85,780,197,99,101,81,722,104,109
"FrozenEntrees",76,395,89,769,211,92,94,89,718,98,101
"FrozenEntrees",77,395,78,780,205,106,107,77,724,112,114
"FrozenEntrees",78,394,86,782,196,102,102,81,723,106,106
"FrozenEntrees",80,394,83,786,209,101,104,81,728,107,112
"FrozenEntrees",81,390,89,804,206,107,108,86,746,113,116
"FrozenEntrees",83,395,85,794,206,101,105,84,738,105,110
"FrozenEntrees",84,394,78,791,211,104,105,77,732,110,111
"FrozenEntrees",86,392,91,791,211,104,104,87,734,110,111
"FrozenEntrees",88,391,84,764,206,99,101,81,709,103,105
"FrozenEntrees",89,388,83,791,219,108,108,82,733,113,115
"FrozenEntrees",90,392,83,778,196,103,107,81,720,106,112
"FrozenEntrees",91,393,85,781,214,106,106,81,727,111,113
"FrozenEntrees",92,390,75,752,202,104,107,74,706,108,113
"FrozenEntrees",93,380,82,753,210,104,105,80,699,108,110
"FrozenEntrees",94,386,86,757,190,96,96,84,706,102,103
"FrozenEntrees",95,389,79,743,215,5,98,77,693,5,106
"FrozenEntrees",97,315,43,559,113,122,122,43,539,124,125
"FrozenEntrees",98,389,80,780,205,104,105,78,726,109,112
"FrozenEntrees",100,386,84,769,213,111,111,82,708,115,116
"FrozenEntrees",101,395,83,782,213,99,101,81,717,104,106
"FrozenEntrees",102,387,85,778,210,105,105,83,720,111,112
"FrozenEntrees",103,392,81,784,197,105,107,77,727,110,112
"FrozenEntrees",104,385,79,798,192,111,115,76,740,114,119
"FrozenEntrees",105,391,84,756,220,102,104,81,703,107,111
"FrozenEntrees",106,388,85,786,220,102,106,81,733,107,114
"FrozenEntrees",107,388,87,774,207,105,107,84,715,111,114
"FrozenEntrees",109,390,82,810,208,111,115,80,749,116,120
"FrozenEntrees",110,388,83,789,215,109,110,81,732,114,117
"FrozenEntrees",111,395,92,765,223,96,98,90,718,100,103
"FrozenEntrees",112,392,79,782,193,109,109,78,725,116,117
"FrozenEntrees",113,391,84,795,211,111,113,82,735,117,119
"FrozenEntrees",114,391,85,776,223,102,104,80,723,107,111
"FrozenEntrees",115,391,85,788,213,108,108,82,726,114,115
"FrozenEntrees",116,389,83,775,215,108,109,81,724,113,116
"FrozenEntrees",117,388,71,712,184,92,93,67,669,97,98
"FrozenEntrees",118,364,59,638,158,107,113,59,609,108,114
"FrozenEntrees",119,390,88,774,213,102,102,87,720,107,108
"FrozenEntrees",121,392,84,810,219,108,109,82,753,113,116
"FrozenEntrees",122,392,78,795,201,111,112,73,737,116,120
"FrozenEntrees",123,387,85,788,206,104,104,81,731,111,113
"FrozenEntrees",124,382,84,787,211,106,108,82,733,110,112
"FrozenEntrees",126,388,85,797,206,108,110,81,738,114,118
"FrozenEntrees",128,389,83,807,216,110,110,82,744,116,119
"FrozenEntrees",129,369,85,772,202,108,109,78,712,115,118
"FrozenEntrees",130,354,88,709,229,106,106,87,658,109,111
"FrozenEntrees",131,387,83,806,207,110,112,79,748,115,118
"FrozenEntrees",132,393,83,807,211,108,111,81,751,112,117
"FrozenEntrees",133,323,71,605,130,137,138,68,566,143,146
"FrozenEntrees",134,330,83,712,175,132,134,79,656,139,143
"FrozenEntrees",135,48,13,343,14,252,252,13,340,251,251
"FrozenEntrees",136,323,81,649,159,135,137,76,602,141,144
"FrozenEntrees",137,336,84,723,189,130,131,79,663,138,140
"FrozenEntrees",139,242,65,576,128,150,155,61,540,157,162
"FrozenEntrees",140,38,13,322,13,218,218,13,321,218,218
"FrozenEntrees",141,34,11,324,11,256,256,11,323,255,255
"FrozenEntrees",142,38,13,310,13,220,220,13,310,220,220
"FrozenEntrees",143,44,15,339,16,247,251,15,336,247,251
"FrozenEntrees",144,44,16,340,17,248,250,16,337,247,248
"FrozenEntrees",146,31,9,299,9,243,243,9,298,243,243
"FrozenJuices",2,389,42,153,50,52,52,36,142,52,52
"FrozenJuices",5,392,50,156,59,52,52,44,143,52,52
"FrozenJuices",8,392,46,155,56,53,53,43,142,53,53
"FrozenJuices",9,389,44,154,55,53,53,39,142,54,54
"FrozenJuices",12,391,40,154,51,52,52,36,142,52,52
"FrozenJuices",14,391,39,152,54,51,51,35,141,51,51
"FrozenJuices",18,388,44,155,56,53,53,39,143,53,53
"FrozenJuices",21,393,40,161,57,51,51,34,147,51,51
"FrozenJuices",28,392,41,158,54,52,52,34,145,52,52
"FrozenJuices",32,386,42,154,56,52,52,38,142,52,52
"FrozenJuices",33,392,44,151,56,49,49,40,138,49,49
"FrozenJuices",40,383,46,156,60,53,53,42,145,53,53
"FrozenJuices",44,388,42,158,54,53,53,37,146,53,53
"FrozenJuices",45,367,30,131,38,54,54,24,119,54,54
"FrozenJuices",47,387,37,156,51,53,53,33,142,53,53
"FrozenJuices",48,392,48,157,62,51,52,42,144,51,52
"FrozenJuices",49,363,34,128,40,51,51,30,119,51,51
"FrozenJuices",50,269,23,119,33,52,62,21,113,52,62
"FrozenJuices",51,381,43,156,52,53,53,37,144,53,53
"FrozenJuices",52,390,39,157,52,53,53,32,145,53,53
"FrozenJuices",53,394,44,152,59,52,53,41,139,53,54
"FrozenJuices",54,393,43,158,54,52,52,40,146,52,52
"FrozenJuices",56,393,46,157,54,52,52,38,145,52,52
"FrozenJuices",59,391,44,157,54,52,52,40,144,52,52
"FrozenJuices",62,395,49,165,62,53,53,45,153,53,53
"FrozenJuices",64,353,32,129,43,53,54,28,119,53,54
"FrozenJuices",67,377,41,157,53,52,52,35,144,52,52
"FrozenJuices",68,390,41,154,55,51,52,38,141,51,52
"FrozenJuices",70,389,35,157,45,53,53,33,144,53,53
"FrozenJuices",71,391,43,159,57,53,53,39,146,53,53
"FrozenJuices",72,394,43,154,54,52,52,41,142,52,52
"FrozenJuices",73,393,46,161,59,53,53,41,147,54,54
"FrozenJuices",74,392,46,156,59,52,52,41,143,52,52
"FrozenJuices",75,390,44,158,56,53,53,36,145,53,53
"FrozenJuices",76,395,41,158,55,52,52,36,145,52,52
"FrozenJuices",77,395,46,155,59,53,53,39,142,53,53
"FrozenJuices",78,394,41,155,52,53,53,37,143,53,53
"FrozenJuices",80,394,45,157,59,53,53,41,144,53,53
"FrozenJuices",81,390,44,155,54,52,52,40,143,52,52
"FrozenJuices",83,395,51,159,63,52,52,46,146,53,53
"FrozenJuices",84,394,45,158,61,53,53,40,145,53,53
"FrozenJuices",86,392,41,157,57,53,53,37,144,53,53
"FrozenJuices",88,391,45,154,59,52,52,39,142,52,52
"FrozenJuices",89,388,40,157,52,52,52,35,144,52,52
"FrozenJuices",90,392,49,158,58,53,53,44,145,53,53
"FrozenJuices",91,393,47,158,60,53,53,45,146,53,53
"FrozenJuices",92,390,38,158,51,53,53,32,145,53,53
"FrozenJuices",93,380,48,154,61,53,53,43,141,53,53
"FrozenJuices",94,386,45,155,54,52,52,41,143,52,52
"FrozenJuices",95,389,46,158,56,0,52,40,144,1,52
"FrozenJuices",97,317,25,121,32,54,54,25,116,54,54
"FrozenJuices",98,389,45,157,58,53,53,40,145,53,53
"FrozenJuices",100,386,43,158,59,53,53,38,144,54,54
"FrozenJuices",101,395,41,154,53,52,52,37,142,52,52
"FrozenJuices",102,387,47,154,59,52,52,42,142,52,52
"FrozenJuices",103,392,45,157,60,52,52,39,144,52,52
"FrozenJuices",104,385,47,157,58,53,53,43,144,53,53
"FrozenJuices",105,391,45,156,55,53,53,41,144,53,53
"FrozenJuices",106,388,45,157,56,51,52,41,144,51,52
"FrozenJuices",107,388,42,156,53,53,53,37,144,53,53
"FrozenJuices",109,390,42,157,57,52,52,39,144,52,52
"FrozenJuices",110,388,45,155,55,52,52,41,142,52,52
"FrozenJuices",111,395,45,159,58,53,53,35,146,53,53
"FrozenJuices",112,392,39,155,53,53,53,36,143,53,53
"FrozenJuices",113,391,44,160,59,53,53,40,146,53,53
"FrozenJuices",114,391,47,155,59,52,52,41,143,53,53
"FrozenJuices",115,391,45,157,55,52,53,41,145,52,53
"FrozenJuices",116,389,44,156,56,53,54,39,143,53,54
"FrozenJuices",117,388,40,153,49,51,51,34,141,51,51
"FrozenJuices",118,363,34,133,39,53,53,29,122,53,53
"FrozenJuices",119,390,45,156,56,53,53,39,143,53,53
"FrozenJuices",121,392,49,163,61,51,51,42,150,51,51
"FrozenJuices",122,392,42,158,61,52,52,39,145,52,52
"FrozenJuices",123,387,43,158,55,52,52,37,145,52,52
"FrozenJuices",124,382,44,157,59,52,52,38,145,52,52
"FrozenJuices",126,388,43,158,58,52,52,41,146,52,52
"FrozenJuices",128,389,46,157,53,52,53,39,144,52,53
"FrozenJuices",129,369,43,156,54,52,52,39,143,52,52
"FrozenJuices",130,354,47,149,57,52,52,43,140,52,52
"FrozenJuices",131,387,38,158,50,52,52,34,146,52,52
"FrozenJuices",132,393,37,158,54,52,52,31,145,52,52
"FrozenJuices",133,323,36,138,41,54,54,33,130,54,54
"FrozenJuices",134,330,39,144,44,54,54,35,135,54,54
"FrozenJuices",135,46,4,87,4,82,82,4,86,81,81
"FrozenJuices",136,323,41,138,46,55,55,35,130,55,55
"FrozenJuices",137,336,40,147,46,54,54,37,138,54,54
"FrozenJuices",139,242,28,135,30,59,59,25,128,59,59
"FrozenJuices",140,36,3,84,3,76,76,3,83,75,75
"FrozenJuices",141,32,2,84,2,83,83,2,83,82,82
"FrozenJuices",142,36,3,84,3,71,71,3,83,70,70
"FrozenJuices",143,42,2,86,2,85,85,2,85,84,84
"FrozenJuices",144,42,3,84,3,82,82,3,83,81,81
"FrozenJuices",146,28,2,84,2,83,83,2,83,82,82
"Grooming",2,271,71,927,158,163,166,62,630,166,167
"Grooming",5,271,57,965,133,168,171,53,643,169,170
"Grooming",8,271,70,1118,167,179,187,63,754,185,190
"Grooming",9,271,71,1010,160,165,169,64,680,169,172
"Grooming",12,271,68,1041,169,166,172,62,697,168,172
"Grooming",14,271,71,1001,162,162,163,64,677,164,165
"Grooming",18,271,70,1011,156,166,170,66,682,170,175
"Grooming",21,271,71,1006,161,162,163,64,674,164,164
"Grooming",28,271,73,945,163,164,167,62,637,165,168
"Grooming",32,271,71,1002,158,163,165,66,666,163,164
"Grooming",33,271,70,894,158,130,134,62,612,131,136
"Grooming",40,271,69,959,159,157,159,62,652,163,163
"Grooming",44,271,71,985,147,164,167,62,664,165,167
"Grooming",45,244,38,709,74,162,163,35,515,169,170
"Grooming",47,271,73,1027,175,166,172,67,695,169,173
"Grooming",48,271,56,859,126,161,164,49,584,166,167
"Grooming",49,244,38,727,77,161,161,33,522,167,167
"Grooming",50,149,18,595,34,125,166,17,447,125,165
"Grooming",51,271,74,1025,176,163,169,65,694,166,171
"Grooming",52,271,72,994,162,167,168,65,672,169,171
"Grooming",53,271,72,921,172,153,157,67,638,160,163
"Grooming",54,271,73,981,182,161,165,69,669,164,166
"Grooming",56,271,72,957,159,158,161,66,659,163,165
"Grooming",59,271,71,995,155,162,163,66,662,164,165
"Grooming",62,271,69,1021,162,166,172,64,690,170,173
"Grooming",64,244,39,721,92,120,122,30,523,123,125
"Grooming",67,271,74,988,167,159,162,63,659,163,164
"Grooming",68,271,72,971,162,155,157,65,663,161,164
"Grooming",70,271,74,1136,170,179,192,66,777,182,194
"Grooming",71,271,74,1275,179,232,237,69,849,233,234
"Grooming",72,271,70,943,147,153,156,59,657,157,159
"Grooming",73,271,71,1018,166,167,171,68,691,170,173
"Grooming",74,271,71,1094,164,170,177,64,720,180,184
"Grooming",75,271,70,1037,170,167,169,66,697,170,172
"Grooming",76,271,72,1023,158,165,169,66,685,171,174
"Grooming",77,271,68,1049,166,171,176,63,696,172,176
"Grooming",78,271,73,1029,169,170,175,65,693,173,176
"Grooming",80,271,69,1002,164,164,170,65,684,168,173
"Grooming",81,271,69,1045,165,169,172,66,699,167,169
"Grooming",83,271,68,1012,160,163,169,63,696,168,171
"Grooming",84,271,70,1027,158,167,169,60,690,168,169
"Grooming",86,271,72,1042,164,165,168,63,686,170,172
"Grooming",88,271,68,983,150,167,168,59,661,167,168
"Grooming",89,271,69,989,155,158,162,63,683,167,168
"Grooming",90,271,71,948,155,162,164,66,657,165,167
"Grooming",91,271,72,955,159,161,164,63,649,162,163
"Grooming",92,271,61,884,141,150,154,53,610,158,160
"Grooming",93,271,70,1023,162,166,170,63,678,172,174
"Grooming",94,271,72,984,153,165,168,63,662,168,169
"Grooming",95,271,72,998,177,39,167,60,667,93,171
"Grooming",97,195,22,594,38,169,170,19,448,168,169
"Grooming",98,271,73,1286,163,230,232,63,853,231,234
"Grooming",100,271,73,1295,166,233,237,65,859,233,237
"Grooming",101,271,73,1280,151,234,234,65,857,235,236
"Grooming",102,271,73,1315,169,229,233,65,874,234,237
"Grooming",103,271,76,1266,175,228,232,69,857,232,233
"Grooming",104,271,73,1067,166,167,174,66,708,167,171
"Grooming",105,271,77,1255,171,228,228,71,849,232,234
"Grooming",106,271,69,1003,162,167,168,61,685,172,173
"Grooming",107,271,70,1147,156,185,191,63,755,185,191
"Grooming",109,271,70,1089,152,170,176,61,711,173,177
"Grooming",110,271,73,1000,160,166,167,69,681,170,172
"Grooming",111,271,74,934,151,157,161,66,650,163,166
"Grooming",112,271,73,1296,161,228,231,67,865,234,237
"Grooming",113,271,71,1039,158,163,165,65,700,168,170
"Grooming",114,271,72,1262,162,226,228,66,854,229,232
"Grooming",115,271,73,1281,160,229,233,68,858,230,233
"Grooming",116,271,72,1016,165,166,168,63,676,169,172
"Grooming",117,271,58,864,134,157,158,56,586,160,161
"Grooming",118,244,41,724,86,161,163,38,520,167,169
"Grooming",119,271,71,974,158,160,165,62,653,164,167
"Grooming",121,271,71,1305,160,227,231,63,865,233,236
"Grooming",122,271,72,1302,155,235,236,66,864,235,239
"Grooming",123,271,74,1008,168,162,165,66,678,166,168
"Grooming",124,271,71,1030,163,173,179,66,710,178,181
"Grooming",126,271,73,1307,168,229,230,65,855,233,235
"Grooming",128,271,74,1311,150,236,236,68,869,234,237
"Grooming",129,271,74,1292,169,226,227,68,855,231,234
"Grooming",130,271,71,989,168,161,165,64,682,168,168
"Grooming",131,271,74,1296,172,234,237,68,852,231,233
"Grooming",132,271,76,1304,166,227,229,71,870,233,235
"Grooming",133,271,72,1207,157,231,234,67,808,233,233
"Grooming",134,271,74,1251,179,226,229,72,843,229,231
"Grooming",135,48,20,650,20,344,345,19,553,321,322
"Grooming",136,271,75,1277,162,235,237,71,854,233,235
"Grooming",137,271,72,1035,163,166,174,62,697,168,174
"Grooming",139,271,72,1178,153,229,232,66,795,230,232
"Grooming",140,38,17,610,20,239,241,15,535,237,237
"Grooming",141,34,16,605,17,475,478,14,535,462,464
"Grooming",142,38,17,602,18,248,253,15,528,247,250
"Grooming",143,44,17,633,17,327,489,15,538,308,458
"Grooming",144,44,17,566,18,283,436,15,480,271,405
"Grooming",146,31,14,588,16,314,317,12,522,311,312
"Juice",2,385,77,396,172,49,50,77,355,52,54
"Juice",5,388,65,409,139,62,63,61,364,65,66
"Juice",8,388,76,424,161,50,52,72,372,54,56
"Juice",9,385,75,421,171,52,54,73,378,55,57
"Juice",12,387,78,432,181,51,53,75,381,55,57
"Juice",14,387,72,406,168,50,52,72,363,54,56
"Juice",18,384,76,416,159,52,53,72,367,55,56
"Juice",21,389,76,420,173,50,52,73,371,54,56
"Juice",28,388,76,410,166,49,51,71,362,52,54
"Juice",32,382,80,419,166,51,52,78,371,55,56
"Juice",33,388,74,370,164,45,48,72,334,49,52
"Juice",40,379,77,418,169,51,52,75,369,54,55
"Juice",44,384,72,429,163,52,53,68,375,55,56
"Juice",45,363,47,303,95,63,64,44,282,68,69
"Juice",47,383,77,423,160,53,54,76,374,56,57
"Juice",48,388,69,369,138,60,62,68,340,63,65
"Juice",49,359,54,319,99,64,64,50,285,69,69
"Juice",50,265,37,248,81,61,79,37,238,64,83
"Juice",51,377,75,420,167,49,51,73,374,51,54
"Juice",52,386,76,418,173,50,52,72,371,54,56
"Juice",53,390,77,398,170,49,51,74,356,51,54
"Juice",54,389,73,408,161,52,53,72,363,54,55
"Juice",56,389,81,413,174,52,54,79,371,55,57
"Juice",59,387,81,433,179,51,54,78,381,54,57
"Juice",62,391,78,402,170,49,51,77,359,53,55
"Juice",64,349,53,320,118,62,62,51,288,67,68
"Juice",67,373,74,426,163,52,55,72,371,55,58
"Juice",68,386,74,394,169,50,52,69,353,52,54
"Juice",70,385,78,439,169,51,53,73,388,56,58
"Juice",71,387,79,429,170,51,52,77,378,55,56
"Juice",72,390,79,407,166,51,53,75,363,54,56
"Juice",73,389,80,421,179,49,51,74,377,53,55
"Juice",74,388,78,426,173,52,53,76,373,54,55
"Juice",75,386,80,418,168,51,53,78,372,55,57
"Juice",76,391,80,424,175,51,53,77,375,57,60
"Juice",77,391,77,415,165,50,52,72,365,54,56
"Juice",78,390,76,416,170,50,52,73,371,54,56
"Juice",80,390,83,424,166,51,52,77,370,55,56
"Juice",81,386,78,417,172,51,53,74,369,54,57
"Juice",83,391,78,425,172,50,52,75,372,54,56
"Juice",84,390,74,418,161,51,52,71,370,54,55
"Juice",86,388,75,430,170,53,54,69,376,56,57
"Juice",88,387,75,403,163,50,52,73,361,53,55
"Juice",89,384,75,414,164,51,52,71,363,55,56
"Juice",90,388,77,431,179,52,54,72,380,54,56
"Juice",91,389,79,419,172,51,53,75,369,54,56
"Juice",92,386,70,402,142,63,64,69,361,68,69
"Juice",93,376,73,427,179,50,51,68,378,54,55
"Juice",94,382,75,409,170,50,52,69,358,54,56
"Juice",95,385,74,406,180,1,50,71,363,1,54
"Juice",97,305,38,265,71,70,70,36,247,73,74
"Juice",98,385,73,445,163,52,54,70,394,56,58
"Juice",100,382,80,438,172,51,52,77,389,56,57
"Juice",101,391,71,425,160,51,53,68,373,54,56
"Juice",102,383,78,436,168,52,54,76,383,55,57
"Juice",103,388,80,424,169,52,53,77,372,57,58
"Juice",104,381,72,421,163,50,52,71,380,54,56
"Juice",105,387,80,432,179,51,52,76,383,57,58
"Juice",106,384,78,411,168,52,53,75,365,56,57
"Juice",107,384,78,427,170,48,50,75,376,52,54
"Juice",109,386,74,423,170,56,57,72,372,60,62
"Juice",110,384,79,428,169,51,53,76,376,55,57
"Juice",111,391,79,413,178,52,54,75,365,57,59
"Juice",112,388,80,441,183,51,53,77,389,54,56
"Juice",113,387,77,434,169,50,52,70,384,54,56
"Juice",114,387,79,440,175,52,54,75,388,57,59
"Juice",115,387,72,438,163,52,53,69,385,57,58
"Juice",116,385,73,412,163,51,53,72,368,54,56
"Juice",117,384,66,397,142,61,63,59,354,65,67
"Juice",118,359,53,301,108,63,63,52,281,69,69
"Juice",119,386,77,421,171,50,52,73,372,53,55
"Juice",121,388,76,437,177,53,54,74,386,57,58
"Juice",122,388,78,452,176,50,52,74,393,54,57
"Juice",123,383,74,423,166,50,52,70,372,53,55
"Juice",124,378,77,423,172,51,53,74,373,57,59
"Juice",126,384,80,434,174,51,52,73,379,55,56
"Juice",128,385,78,425,170,51,53,74,371,53,56
"Juice",129,365,75,432,172,50,51,72,378,54,56
"Juice",130,350,80,427,164,53,54,78,377,56,57
"Juice",131,383,77,431,167,50,52,72,379,54,56
"Juice",132,389,75,426,176,53,54,73,383,57,58
"Juice",133,319,69,381,130,64,65,67,349,66,67
"Juice",134,326,76,413,157,56,58,74,366,57,60
"Juice",135,52,11,214,14,142,142,11,209,139,139
"Juice",136,319,63,380,133,60,61,59,349,62,63
"Juice",137,332,72,402,150,56,58,70,360,58,61
"Juice",139,238,57,360,108,62,66,55,334,65,69
"Juice",140,38,10,209,14,106,106,10,205,105,105
"Juice",141,34,10,211,13,144,144,10,207,141,141
"Juice",142,38,10,210,16,108,108,10,206,108,108
"Juice",143,48,12,213,15,140,140,12,208,137,137
"Juice",144,48,12,210,16,141,141,12,205,139,139
"Juice",146,28,8,187,9,151,151,8,183,148,148
"LaundryDetergents",2,389,77,525,184,5,5,68,342,10,10
"LaundryDetergents",5,392,74,516,182,4,4,67,337,12,13
"LaundryDetergents",8,392,85,536,185,4,4,69,343,13,14
"LaundryDetergents",9,389,84,523,179,4,4,70,338,13,13
"LaundryDetergents",12,391,80,529,181,4,5,69,342,12,13
"LaundryDetergents",14,391,81,530,196,4,4,68,339,11,13
"LaundryDetergents",18,388,84,534,197,4,4,69,342,12,14
"LaundryDetergents",21,393,85,526,183,4,4,67,340,13,14
"LaundryDetergents",28,392,79,520,187,3,3,70,339,11,11
"LaundryDetergents",32,386,80,530,181,4,4,63,341,13,14
"LaundryDetergents",33,392,80,486,197,4,4,72,314,10,12
"LaundryDetergents",40,383,82,529,192,5,5,65,340,10,12
"LaundryDetergents",44,388,82,524,175,5,5,69,341,14,14
"LaundryDetergents",45,367,57,430,148,10,10,52,276,21,22
"LaundryDetergents",47,387,83,523,186,4,5,68,340,12,13
"LaundryDetergents",48,392,80,510,182,4,4,65,334,11,11
"LaundryDetergents",49,363,58,422,135,9,9,49,277,23,23
"LaundryDetergents",50,269,40,356,103,6,25,37,239,12,39
"LaundryDetergents",51,381,84,528,183,4,5,66,337,14,14
"LaundryDetergents",52,390,85,534,194,4,5,70,345,12,13
"LaundryDetergents",53,394,80,504,191,6,6,66,328,11,11
"LaundryDetergents",54,393,85,526,194,5,5,71,339,12,14
"LaundryDetergents",56,393,80,520,185,4,5,62,340,14,14
"LaundryDetergents",59,391,83,529,186,4,5,73,341,12,14
"LaundryDetergents",62,395,82,529,195,4,4,71,342,13,14
"LaundryDetergents",64,353,58,425,145,8,8,50,274,20,20
"LaundryDetergents",67,377,84,522,191,4,5,71,339,13,14
"LaundryDetergents",68,390,89,525,194,4,4,75,338,14,14
"LaundryDetergents",70,389,84,534,190,3,4,68,343,13,14
"LaundryDetergents",71,391,82,533,189,5,5,66,343,11,14
"LaundryDetergents",72,394,82,531,185,4,5,69,343,12,12
"LaundryDetergents",73,393,81,531,194,5,5,68,342,12,13
"LaundryDetergents",74,392,85,541,195,5,6,71,342,15,15
"LaundryDetergents",75,390,85,527,198,4,6,72,343,13,14
"LaundryDetergents",76,395,86,527,196,3,4,75,340,13,14
"LaundryDetergents",77,395,78,526,182,4,4,66,340,10,11
"LaundryDetergents",78,394,80,533,193,6,6,67,344,13,14
"LaundryDetergents",80,394,84,532,187,4,4,71,342,13,14
"LaundryDetergents",81,390,84,534,188,5,5,70,344,13,15
"LaundryDetergents",83,395,76,534,184,4,5,63,339,13,14
"LaundryDetergents",84,394,82,534,197,4,4,65,342,12,14
"LaundryDetergents",86,392,79,528,197,3,3,70,342,13,14
"LaundryDetergents",88,391,83,530,191,4,4,68,342,12,12
"LaundryDetergents",89,388,79,530,181,4,5,69,345,14,14
"LaundryDetergents",90,392,80,521,187,3,4,65,336,12,13
"LaundryDetergents",91,393,83,533,196,5,5,70,343,13,13
"LaundryDetergents",92,390,78,521,185,3,3,68,340,13,14
"LaundryDetergents",93,380,83,526,194,4,4,71,339,12,14
"LaundryDetergents",94,386,83,534,191,4,4,68,342,13,14
"LaundryDetergents",95,389,86,519,213,0,4,72,339,2,10
"LaundryDetergents",97,317,44,383,114,7,7,38,254,24,24
"LaundryDetergents",98,389,80,537,178,4,5,67,345,12,14
"LaundryDetergents",100,386,84,535,192,4,5,71,343,14,15
"LaundryDetergents",101,395,80,529,189,4,5,65,342,12,14
"LaundryDetergents",102,387,84,533,194,4,5,68,345,13,14
"LaundryDetergents",103,392,90,531,192,3,4,76,339,12,15
"LaundryDetergents",104,385,82,526,190,5,6,68,340,15,15
"LaundryDetergents",105,391,83,529,187,4,5,74,341,12,14
"LaundryDetergents",106,388,86,521,192,5,5,73,338,13,14
"LaundryDetergents",107,388,83,538,197,4,5,69,343,12,14
"LaundryDetergents",109,390,87,530,190,4,5,68,341,13,14
"LaundryDetergents",110,388,81,533,189,4,4,68,340,12,14
"LaundryDetergents",111,395,82,533,201,4,5,72,343,13,14
"LaundryDetergents",112,392,80,533,178,4,4,66,342,11,12
"LaundryDetergents",113,391,83,532,191,4,5,66,340,13,14
"LaundryDetergents",114,391,79,540,186,4,5,62,343,14,14
"LaundryDetergents",115,391,82,534,193,5,5,66,341,14,14
"LaundryDetergents",116,389,85,524,188,4,4,69,337,13,13
"LaundryDetergents",117,388,76,497,185,4,5,64,321,10,12
"LaundryDetergents",118,363,58,420,143,8,8,47,273,21,23
"LaundryDetergents",119,390,82,521,182,4,5,73,339,11,14
"LaundryDetergents",121,392,83,533,185,5,5,69,346,14,14
"LaundryDetergents",122,392,83,539,186,4,5,66,346,12,14
"LaundryDetergents",123,387,82,525,187,4,5,68,340,12,13
"LaundryDetergents",124,382,80,536,202,4,5,72,349,13,14
"LaundryDetergents",126,388,83,541,195,4,4,68,345,13,14
"LaundryDetergents",128,389,82,539,200,4,5,73,345,11,13
"LaundryDetergents",129,369,83,520,194,5,5,66,339,13,14
"LaundryDetergents",130,354,80,508,204,4,5,62,333,12,12
"LaundryDetergents",131,387,81,533,186,6,6,67,342,15,15
"LaundryDetergents",132,393,82,538,193,5,5,67,345,13,13
"LaundryDetergents",133,323,73,394,136,26,29,65,305,36,38
"LaundryDetergents",134,330,80,481,164,17,19,67,329,26,27
"LaundryDetergents",135,46,13,135,13,112,113,11,125,109,110
"LaundryDetergents",136,323,74,408,130,25,26,65,309,33,35
"LaundryDetergents",137,336,78,490,172,16,18,64,329,24,25
"LaundryDetergents",139,242,64,370,113,34,48,48,288,43,60
"LaundryDetergents",140,36,10,125,10,78,78,8,121,78,78
"LaundryDetergents",141,32,8,125,8,112,112,8,122,112,112
"LaundryDetergents",142,36,5,119,5,82,82,4,116,82,82
"LaundryDetergents",143,42,8,132,8,114,114,7,125,112,112
"LaundryDetergents",144,42,12,131,11,110,111,10,125,109,110
"LaundryDetergents",146,28,7,115,7,102,102,6,112,102,102
"Oat",2,305,26,78,28,29,29,24,76,29,29
"Oat",5,305,24,77,27,29,29,24,75,29,29
"Oat",8,305,31,88,33,29,29,30,86,29,29
"Oat",9,305,27,88,31,30,31,26,86,30,31
"Oat",12,305,33,92,34,32,32,33,90,31,31
"Oat",14,304,21,81,26,32,32,21,79,31,31
"Oat",18,305,31,79,32,30,30,31,77,29,29
"Oat",21,305,30,85,34,29,29,30,83,29,29
"Oat",28,305,28,76,28,29,30,26,74,29,29
"Oat",32,305,35,91,37,31,31,35,89,30,30
"Oat",33,305,27,67,28,25,26,24,65,25,25
"Oat",40,305,25,88,29,31,31,25,86,30,30
"Oat",44,305,31,90,32,31,31,31,88,30,30
"Oat",45,277,19,66,20,27,28,17,64,28,28
"Oat",47,305,24,76,26,29,29,24,74,28,28
"Oat",48,305,25,68,28,25,28,22,66,26,28
"Oat",49,277,17,65,21,27,28,17,63,27,28
"Oat",50,184,13,53,14,26,33,12,51,26,32
"Oat",51,305,28,88,31,30,30,28,86,29,29
"Oat",52,305,29,85,35,29,29,29,83,29,29
